epoch	prec1_T	loss
0	7.978723049163818	4.876210760562978
1	5.8510637283325195	4.376851639849074
2	13.297871589660645	3.2941246742897845
3	9.042552947998047	3.2325463193528194
4	13.829787254333496	2.9687640413324883
5	13.297871589660645	2.7267717097667936
6	10.106382369995117	2.7276250301523413
7	11.170212745666504	2.6400948636075285
8	14.361701965332031	2.536257713399035
9	17.021276473999023	2.6628935945794936
10	14.361701965332031	2.5815870051688337
11	13.829787254333496	2.4979477740348655
12	15.425531387329102	2.5164011843661043
13	23.404254913330078	2.3424856967114387
14	17.553190231323242	2.570866067358788
15	19.148935317993164	2.387080339675254
16	20.744680404663086	2.346337749602947
17	19.148935317993164	2.38119346030215
18	24.46808433532715	2.340287167975243
19	21.276594161987305	2.2987954160000417
20	26.06382942199707	2.1708338666469493
21	28.723403930664062	2.0901627464497343
22	28.19148826599121	2.331253518449499
23	22.340425491333008	2.2460757925155317
24	29.25531768798828	2.034291792423167
25	37.76595687866211	1.9464238704519068
26	29.787233352661133	2.0885545497244977
27	36.17021179199219	2.0872944415883814
28	35.106380462646484	1.9089705994788637
29	32.978721618652344	1.9936251691047182
30	38.29787063598633	1.837560902250574
31	40.95744705200195	1.7048654201182913
32	39.36170196533203	1.778090788962993
33	43.61701965332031	1.663694143295288
34	44.680850982666016	1.7258603598209137
35	43.085105895996094	1.52858149498067
36	42.55318832397461	1.6664823268322235
37	48.40425491333008	1.386066883168322
38	48.9361686706543	1.567510300494255
39	51.595741271972656	1.4286337215849694
40	55.319149017333984	1.4662608795977654
41	51.595741271972656	1.3382133917605623
42	54.7872314453125	1.3008028002495462
43	57.446807861328125	1.2119677827713338
44	47.872337341308594	1.5340761783275199
45	62.234039306640625	1.167858968389795
46	69.14893341064453	0.943093976917419
47	68.0851058959961	0.9623157686375557
48	69.14893341064453	1.11236365171189
49	54.25531768798828	1.2404733845528135
50	64.36170196533203	0.9733095327590374
51	81.38297271728516	0.5634566535975071
52	77.12765502929688	0.6763002777353246
53	72.34042358398438	0.8554291503226503
54	75.53191375732422	0.7145536066369808
55	72.8723373413086	0.8945218889003105
56	79.25531768798828	0.6096722445589431
57	73.93616485595703	0.783717283860166
58	84.574462890625	0.5847942080903561
59	79.25531768798828	0.6290176388748149
60	75.53191375732422	0.7937513218915209
61	85.10637664794922	0.6043006153975395
62	73.93616485595703	0.8004215175801135
63	79.7872314453125	0.685707539637038
64	85.10637664794922	0.3828844107845996
65	86.7021255493164	0.49876838098181053
66	85.63829803466797	0.4533151451577532
67	88.29786682128906	0.3938069940405957
68	90.42552947998047	0.3045343518891233
69	86.17021179199219	0.38373055324909533
70	82.44680786132812	0.6363989067204455
71	76.59574127197266	0.7814820053729605
72	85.63829803466797	0.4691036681228496
73	90.42552947998047	0.31484830615289033
74	94.14893341064453	0.23813205117240865
75	93.0851058959961	0.19148985061923318
76	93.61701965332031	0.17306525635711373
77	92.02127075195312	0.2635613459935214
78	91.4893569946289	0.22088733977301322
79	90.42552947998047	0.42755121710967825
80	89.36170196533203	0.44686633891406213
81	87.23403930664062	0.4502357986775484
82	85.10637664794922	0.4326179324787982
83	94.68084716796875	0.2811636332263972
84	92.02127075195312	0.2970052872526836
85	89.36170196533203	0.2973532950545245
86	95.21276092529297	0.19464197161389477
87	95.74467468261719	0.08627949811102069
88	96.80850982666016	0.08076617802354566
89	96.27659606933594	0.08811308649626184
90	96.27659606933594	0.11461829967757171
91	95.21276092529297	0.16006053068694917
92	89.89361572265625	0.32664527748513256
93	93.0851058959961	0.19302452010835738
94	92.02127075195312	0.2308929717128581
95	88.82978820800781	0.3704820940310651
96	94.68084716796875	0.17854328540728448
97	95.74467468261719	0.0962212629160507
98	94.68084716796875	0.23277127646167386
99	90.95744323730469	0.2514798833215807
